Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
$	sis	,	2	4	0.5
a	esa	hora	2	2	1.0
$	🙏	🏻	2	2	1.0
$	lol	#	2	2	1.0
fines	de	lucro	2	2	1.0
$	a	la	2	27	0.07407407407407407
a	la	mierda	2	11	0.18181818181818182
la	mierda	#	2	2	1.0
eso	no	se	2	2	1.0
a	hablar	con	2	3	0.6666666666666666
hablar	con	el	2	2	1.0
$	ando	en	2	5	0.4
$	q	onda	2	5	0.4
q	onda	#	2	2	1.0
ya	?	#	2	2	1.0
$	falso	#	2	2	1.0
$	thx	#	2	2	1.0
$	kkkkkkk	#	2	2	1.0
le	voy	a	2	2	1.0
$	no	,	2	72	0.027777777777777776
no	we	,	2	12	0.16666666666666666
es	que	no	2	16	0.125
no	la	he	2	3	0.6666666666666666
q	?	#	2	2	1.0
$	ya	tienes	2	41	0.04878048780487805
 	de	 	2	2	1.0
$	ni	pedo	2	7	0.2857142857142857
ni	pedo	#	2	2	1.0
ver	qp	#	2	2	1.0
!	!	#	2	7	0.2857142857142857
$	espero	que	2	2	1.0
pero	que	no	2	4	0.5
todavía	no	#	2	3	0.6666666666666666
$	no	quiero	2	72	0.027777777777777776
$	pero	bueno	2	31	0.06451612903225806
pero	bueno	#	2	3	0.6666666666666666
$	sis	#	2	4	0.5
$	nmms	we	2	5	0.4
nmms	we	#	2	2	1.0
te	dije	que	2	2	1.0
no	te	leo	2	10	0.2
$	fuck	off	2	7	0.2857142857142857
fuck	off	#	2	2	1.0
$	es	verdad	2	16	0.125
en	mi	lap	2	3	0.6666666666666666
valió	verga	el	2	3	0.6666666666666666
no	me	acuerdo	2	9	0.2222222222222222
$	fuck	#	2	7	0.2857142857142857
$	igual	y	2	3	0.6666666666666666
we	?	#	2	2	1.0
$	te	digo	2	16	0.125
te	digo	#	2	3	0.6666666666666666
$	parece	que	2	3	0.6666666666666666
$	si	lo	2	35	0.05714285714285714
$	no	lo	2	72	0.027777777777777776
$	pq	?	2	13	0.15384615384615385
pq	?	#	2	2	1.0
el	push	?	2	4	0.5
push	?	#	2	2	1.0
""""	destacado	de	2	2	1.0
$	nmms	#	2	5	0.4
$	por	la	2	11	0.18181818181818182
$	eso	es	2	4	0.5
es	otro	pedo	2	2	1.0
la	pantalla	de	2	2	1.0
$	ey	,	2	11	0.18181818181818182
con	el	gus	2	9	0.2222222222222222
creo	que	mañana	2	11	0.18181818181818182
$	acabo	de	2	2	1.0
no	hay	tanto	2	9	0.2222222222222222
hay	tanto	pedo	2	2	1.0
pedo	de	que	2	2	1.0
que	ya	no	2	5	0.4
$	ajá	#	2	2	1.0
$	veremos	#	2	2	1.0
$	creo	que	2	3	0.6666666666666666
varios	warnings	y	2	2	1.0
$	ight	#	2	2	1.0
$	la	verdad	2	9	0.2222222222222222
no	lo	sé	2	4	0.5
lo	sé	#	2	2	1.0
$	que	se	2	32	0.0625
creo	que	#	2	11	0.18181818181818182
$	ya	#	2	41	0.04878048780487805
que	no	hay	2	15	0.13333333333333333
pero	creo	que	2	2	1.0
que	te	esperamos	2	9	0.2222222222222222
$	dime	si	2	5	0.4
dime	si	te	2	2	1.0
$	pero	si	2	31	0.06451612903225806
los	3	que	2	2	1.0
$	te	doy	2	16	0.125
base	de	datos	2	2	1.0
de	datos	,	2	2	1.0
se	va	a	2	2	1.0
$	acaba	de	2	2	1.0
$	que	si	2	32	0.0625
digas	así	#	2	2	1.0
usaste	?	#	2	2	1.0
$	de	nada	2	8	0.25
ledesma	?	#	2	2	1.0
$	hmmm	#	2	2	1.0
$	a	las	2	27	0.07407407407407407
$	redes	2	2	2	1.0
redes	2	#	2	2	1.0
estaría	bien	que	2	3	0.6666666666666666
$	no	creo	2	72	0.027777777777777776
creo	que	el	2	11	0.18181818181818182
es	lo	único	2	5	0.4
lo	único	que	2	3	0.6666666666666666
$	amos	#	2	3	0.6666666666666666
mi	?	#	2	2	1.0
al	repo	de	2	2	1.0
$	no	hay	2	72	0.027777777777777776
$	ya	voy	2	41	0.04878048780487805
las	bolas	#	2	2	1.0
$	juega	#	2	2	1.0
$	para	de	2	10	0.2
para	de	mamar	2	2	1.0
$	pq	no	2	13	0.15384615384615385
$	te	falta	2	16	0.125
$	ajajajajaja	#	2	2	1.0
vas	a	llevar	2	5	0.4
así	?	#	2	2	1.0
y	con	el	2	3	0.6666666666666666
$	pues	si	2	20	0.1
$	ya	se	2	41	0.04878048780487805
$	las	4	2	4	0.5
la	fila	de	2	2	1.0
$	mira	#	2	3	0.6666666666666666
que	si	te	2	4	0.5
$	👏	🏻	2	2	1.0
👏	🏻	#	2	2	1.0
lista	we	#	2	2	1.0
mal	plan	#	2	2	1.0
$	nah	we	2	3	0.6666666666666666
nah	we	#	2	2	1.0
a	tener	que	2	2	1.0
tener	que	hacer	2	2	1.0
hasta	el	domingo	2	4	0.5
al	ada	#	2	2	1.0
si	ya	te	2	3	0.6666666666666666
$	y	yo	2	20	0.1
en	el	grupo	2	11	0.18181818181818182
no	hay	pedo	2	9	0.2222222222222222
$	guiate	con	2	2	1.0
a	ver	que	2	8	0.25
lo	de	PLN	2	10	0.2
la	API	#	2	4	0.5
el	protocolo	#	2	2	1.0
lo	del	ada	2	2	1.0
que	eres	un	2	2	1.0
eres	un	mal	2	5	0.4
un	mal	hecho	2	2	1.0
mal	hecho	#	2	2	1.0
$	neta	que	2	3	0.6666666666666666
no	mames	we	2	7	0.2857142857142857
mames	we	kkkkk	2	3	0.6666666666666666
al	rato	veo	2	8	0.25
a	lo	que	2	4	0.5
$	en	la	2	7	0.2857142857142857
en	la	noche	2	14	0.14285714285714285
con	el	formato	2	9	0.2222222222222222
$	no	he	2	72	0.027777777777777776
no	he	visto	2	2	1.0
$	ye	#	2	2	1.0
$	está	bien	2	4	0.5
$	pues	mañana	2	20	0.1
ya	te	fuiste	2	4	0.5
$	lo	bueno	2	9	0.2222222222222222
lo	bueno	es	2	2	1.0
bueno	es	que	2	2	1.0
es	que	yo	2	16	0.125
para	que	te	2	8	0.25
como	a	las	2	2	1.0
meteme	al	score	2	4	0.5
$	cómprame	boneles	2	5	0.4
cómprame	boneles	#	2	2	1.0
$	simple	and	2	2	1.0
simple	and	plain	2	2	1.0
and	plain	#	2	2	1.0
el	generador	de	2	4	0.5
generador	de	texto	2	3	0.6666666666666666
$	va	a	2	20	0.1
ahí	se	verá	2	2	1.0
se	verá	#	2	2	1.0
$	🚬	#	2	2	1.0
$	por	eso	2	11	0.18181818181818182
$	no	pues	2	72	0.027777777777777776
te	pido	que	2	3	0.6666666666666666
$	ahorita	te	2	7	0.2857142857142857
ahorita	te	aviso	2	2	1.0
$	ahhh	,	2	2	1.0
de	la	api	2	11	0.18181818181818182
bigrama	o	trigrama	2	2	1.0
pura	mamada	#	2	2	1.0
$	soy	bambino	1	3	0.3333333333333333
soy	bambino	#	1	1	1.0
$	dos	cosas	1	1	1.0
dos	cosas	#	1	1	1.0
$	se	apuesta	1	10	0.1
se	apuesta	algo	1	1	1.0
apuesta	algo	el	1	1	1.0
algo	el	domingo	1	1	1.0
el	domingo	?	1	3	0.3333333333333333
domingo	?	#	1	1	1.0
$	foto	con	1	2	0.5
foto	con	la	1	1	1.0
con	la	playera	1	4	0.25
la	playera	del	1	1	1.0
playera	del	rival	1	1	1.0
del	rival	,	1	1	1.0
rival	,	como	1	1	1.0
,	como	ves	1	3	0.3333333333333333
como	ves	?	1	1	1.0
ves	?	#	1	1	1.0
$	igual	no	1	3	0.3333333333333333
igual	no	iba	1	1	1.0
no	iba	a	1	1	1.0
iba	a	ocurrir	1	6	0.16666666666666666
a	ocurrir	,	1	1	1.0
ocurrir	,	solo	1	1	1.0
,	solo	hace	1	1	1.0
solo	hace	falta	1	1	1.0
hace	falta	la	1	3	0.3333333333333333
falta	la	del	1	1	1.0
la	del	ame	1	2	0.5
del	ame	#	1	1	1.0
$	ojalá	que	1	3	0.3333333333333333
ojalá	que	no	1	1	1.0
que	no	🙏	1	15	0.06666666666666667
no	🙏	🏻	1	1	1.0
$	ewe	,	1	9	0.1111111111111111
ewe	,	una	1	1	1.0
,	una	duda	1	1	1.0
una	duda	#	1	1	1.0
en	el	ASDR	1	11	0.09090909090909091
el	ASDR	,	1	1	1.0
ASDR	,	hay	1	1	1.0
,	hay	una	1	1	1.0
hay	una	clase	1	1	1.0
una	clase	token	1	1	1.0
clase	token	donde	1	1	1.0
token	donde	debería	1	1	1.0
donde	debería	estar	1	1	1.0
debería	estar	el	1	2	0.5
estar	el	método	1	1	1.0
el	método	.getLiteral	1	1	1.0
método	.getLiteral	#	1	1	1.0
$	cómo	lo	1	3	0.3333333333333333
cómo	lo	tienes	1	1	1.0
lo	tienes	definido	1	2	0.5
tienes	definido	?	1	1	1.0
definido	?	#	1	1	1.0
$	te	amo	1	16	0.0625
te	amo	we	1	1	1.0
amo	we	#	1	1	1.0
se	ocupa	ningún	1	3	0.3333333333333333
ocupa	ningún	otro	1	1	1.0
ningún	otro	archivo	1	1	1.0
otro	archivo	verdad	1	1	1.0
archivo	verdad	?	1	1	1.0
en	la	tarde	1	14	0.07142857142857142
la	tarde	tienes	1	1	1.0
tarde	tienes	un	1	1	1.0
tienes	un	ratito	1	1	1.0
un	ratito	libre	1	1	1.0
ratito	libre	para	1	1	1.0
libre	para	hacerte	1	2	0.5
para	hacerte	llamada	1	1	1.0
hacerte	llamada	?	1	1	1.0
llamada	?	#	1	1	1.0
$	gracias	papu	1	5	0.2
gracias	papu	#	1	1	1.0
$	oye	we	1	1	1.0
oye	we	,	1	1	1.0
we	,	crees	1	3	0.3333333333333333
,	crees	podernos	1	1	1.0
crees	podernos	pasar	1	1	1.0
podernos	pasar	también	1	1	1.0
pasar	también	tus	1	1	1.0
también	tus	clases	1	1	1.0
tus	clases	,	1	1	1.0
clases	,	las	1	1	1.0
,	las	q	1	1	1.0
las	q	subió	1	1	1.0
q	subió	el	1	1	1.0
subió	el	profe	1	1	1.0
$	pero	es	1	31	0.03225806451612903
pero	es	que	1	1	1.0
es	que	tú	1	16	0.0625
que	tú	le	1	3	0.3333333333333333
tú	le	metiste	1	1	1.0
le	metiste	más	1	1	1.0
metiste	más	métodos	1	1	1.0
más	métodos	no	1	1	1.0
métodos	no	?	1	1	1.0
$	estoy	viendo	1	4	0.25
$	esq	si	1	6	0.16666666666666666
esq	si	meto	1	1	1.0
si	meto	gelacio	1	2	0.5
meto	gelacio	no	1	1	1.0
gelacio	no	podría	1	1	1.0
no	podría	meter	1	1	1.0
podría	meter	marco	1	1	1.0
meter	marco	Antonio	1	1	1.0
marco	Antonio	para	1	1	1.0
Antonio	para	ing	1	1	1.0
para	ing	de	1	1	1.0
ing	de	software	1	1	1.0
de	software	#	1	1	1.0
es	lo	q	1	5	0.2
lo	q	ando	1	1	1.0
q	ando	viendo	1	1	1.0
ando	viendo	#	1	1	1.0
$	has	escuchado	1	1	1.0
has	escuchado	hablar	1	1	1.0
escuchado	hablar	de	1	1	1.0
hablar	de	Reyna	1	1	1.0
de	Reyna	Elia	1	1	1.0
Reyna	Elia	Melara	1	1	1.0
Elia	Melara	Abarca	1	1	1.0
Melara	Abarca	?	1	1	1.0
Abarca	?	#	1	1	1.0
$	solo	en	1	8	0.125
solo	en	ing	1	1	1.0
en	ing	#	1	1	1.0
es	que	estoy	1	16	0.0625
que	estoy	viendo	1	2	0.5
estoy	viendo	si	1	3	0.3333333333333333
viendo	si	meto	1	1	1.0
si	meto	FAS	1	2	0.5
meto	FAS	#	1	1	1.0
$	pero	sería	1	31	0.03225806451612903
pero	sería	meter	1	1	1.0
sería	meter	arqui	1	1	1.0
meter	arqui	y	1	1	1.0
arqui	y	chip	1	1	1.0
y	chip	al	1	1	1.0
chip	al	mismo	1	1	1.0
al	mismo	tiempo	1	1	1.0
mismo	tiempo	#	1	1	1.0
y	me	da	1	4	0.25
da	culo	jajja	1	2	0.5
culo	jajja	#	1	1	1.0
sis	,	a	1	2	0.5
,	a	esa	1	1	1.0
esa	hora	#	1	2	0.5
$	quitaría	la	1	1	1.0
quitaría	la	optativa	1	1	1.0
la	optativa	#	1	1	1.0
$	a	q	1	27	0.037037037037037035
a	q	hora	1	1	1.0
q	hora	te	1	1	1.0
hora	te	tocó	1	1	1.0
te	tocó	?	1	1	1.0
tocó	?	#	1	1	1.0
no	mames	me	1	7	0.14285714285714285
mames	me	mandaron	1	1	1.0
me	mandaron	2:55	1	1	1.0
mandaron	2:55	#	1	1	1.0
$	por	qué	1	11	0.09090909090909091
por	qué	la	1	2	0.5
qué	la	puta	1	1	1.0
la	puta	de	1	1	1.0
puta	de	claudia	1	1	1.0
de	claudia	me	1	1	1.0
claudia	me	puso	1	1	1.0
me	puso	6	1	1	1.0
puso	6	en	1	1	1.0
6	en	dsd	1	1	1.0
en	dsd	#	1	1	1.0
$	tengo	culo	1	2	0.5
tengo	culo	de	1	1	1.0
culo	de	no	1	1	1.0
de	no	alcanzar	1	1	1.0
no	alcanzar	#	1	1	1.0
no	me	quizo	1	9	0.1111111111111111
me	quizo	checar	1	1	1.0
quizo	checar	las	1	1	1.0
checar	las	tareas	1	1	1.0
las	tareas	la	1	1	1.0
tareas	la	perra	1	1	1.0
la	perra	,	1	1	1.0
perra	,	además	1	1	1.0
,	además	de	1	1	1.0
además	de	los	1	1	1.0
de	los	dos	1	7	0.14285714285714285
los	dos	examenes	1	1	1.0
dos	examenes	que	1	1	1.0
examenes	que	nos	1	1	1.0
que	nos	hizo	1	5	0.2
nos	hizo	xd	1	1	1.0
hizo	xd	#	1	1	1.0
$	ojalá	we	1	3	0.3333333333333333
ojalá	we	#	1	1	1.0
$	yessir	#	1	1	1.0
$	la	outgoing	1	9	0.1111111111111111
la	outgoing	😭	1	1	1.0
outgoing	😭	#	1	1	1.0
$	si	está	1	35	0.02857142857142857
si	está	chaparro	1	3	0.3333333333333333
está	chaparro	?	1	1	1.0
chaparro	?	#	1	1	1.0
$	ahh	si	1	3	0.3333333333333333
ahh	si	si	1	1	1.0
si	si	está	1	1	1.0
si	está	mamado	1	3	0.3333333333333333
está	mamado	we	1	1	1.0
mamado	we	#	1	1	1.0
$	bastante	#	1	1	1.0
$	pero	yo	1	31	0.03225806451612903
pero	yo	tenemos	1	1	1.0
yo	tenemos	al	1	1	1.0
tenemos	al	rod	1	1	1.0
al	rod	de	1	1	1.0
rod	de	nuestro	1	1	1.0
de	nuestro	lado	1	1	1.0
nuestro	lado	we	1	1	1.0
lado	we	#	1	1	1.0
$	siempre	si	1	1	1.0
siempre	si	hay	1	1	1.0
si	hay	o	1	1	1.0
hay	o	no	1	1	1.0
o	no	hay	1	1	1.0
no	hay	inge	1	9	0.1111111111111111
hay	inge	?	1	1	1.0
inge	?	#	1	1	1.0
$	cuando	entregan	1	2	0.5
cuando	entregan	lo	1	1	1.0
entregan	lo	de	1	1	1.0
lo	de	fepi	1	10	0.1
de	fepi	?	1	2	0.5
lo	de	la	1	10	0.1
de	la	entrevista	1	11	0.09090909090909091
la	entrevista	a	1	1	1.0
entrevista	a	la	1	1	1.0
a	la	org	1	11	0.09090909090909091
la	org	sin	1	1	1.0
org	sin	fines	1	1	1.0
sin	fines	de	1	1	1.0
de	lucro	y	1	2	0.5
lucro	y	con	1	1	1.0
y	con	fines	1	3	0.3333333333333333
con	fines	de	1	1	1.0
de	lucro	#	1	2	0.5
$	ya	tienen	1	41	0.024390243902439025
ya	tienen	sus	1	1	1.0
tienen	sus	entrevistas	1	1	1.0
sus	entrevistas	?	1	1	1.0
entrevistas	?	#	1	1	1.0
$	jubilaron	al	1	1	1.0
jubilaron	al	marcelo	1	1	1.0
al	marcelo	flores	1	1	1.0
marcelo	flores	#	1	1	1.0
$	JAJAJAJAJA	#	1	1	1.0
$	nooooooo	#	1	1	1.0
$	hijo	de	1	1	1.0
hijo	de	perra	1	1	1.0
de	perra	eso	1	1	1.0
perra	eso	no	1	1	1.0
no	se	hace	1	12	0.08333333333333333
se	hace	#	1	1	1.0
$	mañana	voy	1	2	0.5
mañana	voy	a	1	1	1.0
con	el	muy	1	9	0.1111111111111111
el	muy	seriamente	1	1	1.0
muy	seriamente	#	1	1	1.0
$	fuck	nigga	1	7	0.14285714285714285
fuck	nigga	#	1	1	1.0
ando	en	clase	1	4	0.25
en	clase	qp	1	2	0.5
clase	qp	?	1	1	1.0
$	gráfica	#	1	1	1.0
$	ya	ya	1	41	0.024390243902439025
ya	ya	ya	1	2	0.5
ya	ya	?	1	2	0.5
$	nomas	entro	1	2	0.5
nomas	entro	y	1	1	1.0
entro	y	salgo	1	1	1.0
y	salgo	?	1	1	1.0
salgo	?	#	1	1	1.0
$	o	qp	1	12	0.08333333333333333
$	me	dices	1	10	0.1
me	dices	cuando	1	1	1.0
dices	cuando	me	1	1	1.0
cuando	me	jale	1	1	1.0
me	jale	#	1	1	1.0
$	º	#	1	1	1.0
$	seguro	?	1	1	1.0
seguro	?	#	1	1	1.0
$	imagínate	empatar	1	1	1.0
imagínate	empatar	con	1	1	1.0
empatar	con	un	1	1	1.0
con	un	equipo	1	2	0.5
un	equipo	de	1	1	1.0
equipo	de	la	1	1	1.0
de	la	mls	1	11	0.09090909090909091
la	mls	#	1	1	1.0
$	que	tipos	1	32	0.03125
que	tipos	de	1	1	1.0
tipos	de	problemas	1	1	1.0
de	problemas	metiste	1	1	1.0
problemas	metiste	en	1	1	1.0
metiste	en	la	1	1	1.0
en	la	tarea	1	14	0.07142857142857142
la	tarea	de	1	1	1.0
tarea	de	mctd	1	1	1.0
de	mctd	?	1	1	1.0
mctd	?	#	1	1	1.0
es	que	uno	1	16	0.0625
que	uno	q	1	1	1.0
uno	q	es	1	1	1.0
q	es	pendejo	1	1	1.0
es	pendejo	y	1	1	1.0
pendejo	y	no	1	1	1.0
y	no	se	1	2	0.5
no	se	acuerda	1	12	0.08333333333333333
se	acuerda	lol	1	1	1.0
acuerda	lol	#	1	1	1.0
$	que	feo	1	32	0.03125
que	feo	#	1	1	1.0
$	fake	news	1	1	1.0
fake	news	#	1	1	1.0
$	todo	lo	1	4	0.25
todo	lo	contrario	1	3	0.3333333333333333
lo	contrario	we	1	1	1.0
contrario	we	#	1	1	1.0
$	esq	we	1	6	0.16666666666666666
esq	we	#	1	1	1.0
$	ahí	sí	1	6	0.16666666666666666
ahí	sí	es	1	1	1.0
sí	es	mucho	1	1	1.0
es	mucho	para	1	1	1.0
mucho	para	mi	1	1	1.0
para	mi	#	1	1	1.0
$	me	falta	1	10	0.1
me	falta	pilín	1	1	1.0
falta	pilín	#	1	1	1.0
$	kkkkkkkkkkkk	#	1	1	1.0
$	jajajajjajaja	#	1	1	1.0
$	nomás	por	1	5	0.2
nomás	por	eso	1	1	1.0
por	eso	la	1	5	0.2
eso	la	proxima	1	1	1.0
la	proxima	vez	1	1	1.0
proxima	vez	que	1	1	1.0
vez	que	la	1	2	0.5
que	la	vea	1	3	0.3333333333333333
la	vea	le	1	1	1.0
vea	le	voy	1	1	1.0
a	hablar	#	1	3	0.3333333333333333
$	si	me	1	35	0.02857142857142857
si	me	la	1	2	0.5
me	la	encuentro	1	1	1.0
la	encuentro	solita	1	1	1.0
encuentro	solita	como	1	1	1.0
solita	como	hoy	1	1	1.0
como	hoy	sí	1	1	1.0
hoy	sí	me	1	1	1.0
sí	me	rifo	1	3	0.3333333333333333
me	rifo	#	1	1	1.0
$	noooo	#	1	1	1.0
$	esq	me	1	6	0.16666666666666666
esq	me	tienes	1	1	1.0
me	tienes	que	1	1	1.0
tienes	que	enseñar	1	1	1.0
que	enseñar	we	1	1	1.0
enseñar	we	#	1	1	1.0
$	pq	se	1	13	0.07692307692307693
pq	se	dice	1	1	1.0
se	dice	facil	1	1	1.0
dice	facil	#	1	1	1.0
$	tú	con	1	2	0.5
tú	con	su	1	1	1.0
con	su	amiga	1	3	0.3333333333333333
su	amiga	,	1	1	1.0
amiga	,	tiene	1	1	1.0
,	tiene	una	1	1	1.0
tiene	una	amiga	1	1	1.0
una	amiga	guapa	1	1	1.0
amiga	guapa	#	1	1	1.0
$	let’s	just	1	1	1.0
let’s	just	say	1	1	1.0
just	say	,	1	1	1.0
say	,	i	1	1	1.0
,	i	know	1	1	1.0
i	know	#	1	1	1.0
no	,	eso	1	2	0.5
,	eso	sí	1	2	0.5
eso	sí	no	1	1	1.0
sí	no	#	1	1	1.0
we	,	es	1	3	0.3333333333333333
,	es	que	1	1	1.0
que	no	la	1	15	0.06666666666666667
la	he	encontrado	1	2	0.5
he	encontrado	#	1	1	1.0
$	jajajjaaja	no	1	1	1.0
jajajjaaja	no	es	1	1	1.0
no	es	cierto	1	4	0.25
es	cierto	#	1	1	1.0
$	ahora	q	1	3	0.3333333333333333
ahora	q	?	1	1	1.0
$	a	ps	1	27	0.037037037037037035
a	ps	no	1	1	1.0
ps	no	la	1	1	1.0
no	la	vi	1	3	0.3333333333333333
la	vi	we	1	1	1.0
vi	we	xd	1	2	0.5
$	yo	atraigo	1	11	0.09090909090909091
yo	atraigo	,	1	1	1.0
atraigo	,	no	1	1	1.0
,	no	busco	1	7	0.14285714285714285
no	busco	#	1	1	1.0
$	mames	we	1	1	1.0
mames	we	#	1	3	0.3333333333333333
$	palapas	#	1	1	1.0
$	pero	tengo	1	31	0.03225806451612903
pero	tengo	lab	1	1	1.0
tengo	lab	#	1	1	1.0
$	arqui	#	1	1	1.0
$	era	importante	1	4	0.25
era	importante	xd	1	1	1.0
importante	xd	#	1	1	1.0
ya	tienes	lo	1	2	0.5
tienes	lo	de	1	1	1.0
lo	de	concepto	1	10	0.1
de	concepto	de	1	1	1.0
concepto	de	organización	1	1	1.0
de	organización	,	1	1	1.0
organización	,	sistemas	1	1	1.0
,	sistemas	y	1	1	1.0
sistemas	y	optimización	1	1	1.0
y	optimización	 	1	1	1.0
optimización	 	de	1	1	1.0
de	 	métodos	1	2	0.5
 	métodos	?	1	1	1.0
métodos	?	#	1	1	1.0
$	ya	ando	1	41	0.024390243902439025
ya	ando	en	1	1	1.0
ando	en	el	1	4	0.25
en	el	depa	1	11	0.09090909090909091
el	depa	#	1	1	1.0
a	ver	qp	1	8	0.125
$	vitinha	#	1	1	1.0
$	durísimo	hermano	1	1	1.0
durísimo	hermano	#	1	1	1.0
$	adios	xavi	1	1	1.0
adios	xavi	#	1	1	1.0
$	te	irá	1	16	0.0625
te	irá	mejor	1	1	1.0
irá	mejor	de	1	1	1.0
mejor	de	profe	1	1	1.0
de	profe	de	1	1	1.0
profe	de	educación	1	1	1.0
de	educación	física	1	1	1.0
educación	física	#	1	1	1.0
$	JAJAJAJJAJAJAJAJ	#	1	1	1.0
a	mi	me	1	4	0.25
mi	me	habían	1	1	1.0
me	habían	dicho	1	1	1.0
habían	dicho	que	1	1	1.0
dicho	que	cancelo	1	1	1.0
que	cancelo	era	1	1	1.0
cancelo	era	el	1	1	1.0
era	el	mejor	1	1	1.0
el	mejor	LB	1	1	1.0
mejor	LB	del	1	1	1.0
LB	del	 	1	1	1.0
del	 	mundo	1	1	1.0
 	mundo	#	1	1	1.0
$	😹	😹	1	1	1.0
😹	😹	😹	1	2	0.5
😹	😹	#	1	2	0.5
$	penal	pendejo	1	1	1.0
penal	pendejo	#	1	1	1.0
$	la	había	1	9	0.1111111111111111
la	había	recibido	1	1	1.0
había	recibido	super	1	1	1.0
recibido	super	mal	1	1	1.0
super	mal	dembelé	1	1	1.0
mal	dembelé	#	1	1	1.0
$	MBAPPE	!	1	1	1.0
MBAPPE	!	!	1	1	1.0
$	pues	ódiame	1	20	0.05
pues	ódiame	más	1	1	1.0
ódiame	más	#	1	1	1.0
$	jajajaja	nmms	1	4	0.25
jajajaja	nmms	#	1	1	1.0
$	no	tienes	1	72	0.013888888888888888
no	tienes	fepi	1	1	1.0
tienes	fepi	?	1	1	1.0
espero	que	también	1	2	0.5
que	también	se	1	1	1.0
también	se	los	1	1	1.0
se	los	cojan	1	1	1.0
los	cojan	#	1	1	1.0
$	marsexo	flores	1	1	1.0
marsexo	flores	#	1	1	1.0
