Features	Target
Xalapa: indigna la destrucción de una escultura y su posterior uso como relleno en una zanja Coatl, escultura monumental de las ceramistas Rocío Sagaón (1933-2015) y Laura Navarro, ubicada en el parque Natura, en Xalapa, Veracruz, fue destruida y usada como relleno por una empresa, contratada por el gobierno que encabeza Cuitláhuac García Jiménez, para desarrollar el proyecto Naturalia, refugio para vida silvestre, que se instalará dentro del bosque urbano.	Cultura
Ó: Instrucciones para salir del agua desmonta el mito de Ofelia con mirada feminista “Ser o no ser”, se escucha en escena. La famosa frase no la pronuncia Hamlet, sino una mujer que cuestiona si la opción es morir, dormir o tal vez soñar. Se trata de la propuesta escénica Ó: Instrucciones para salir del agua, en la que se conjuga teatro físico y danza para repensar al personaje shakesperiano Ofelia desde una mirada moderna y feminista. María Fernanda Baez interpreta el unipersonal que inició temporada en el teatro El Milagro.	Cultura
Angélica Azuara recomienda La Jornada desde su trinchera: su puesto de periódicos Para Angélica Azuara, el puesto de periódicos donde trabaja desde hace 15 años es también su trinchera, en la que le ha tocado “evadir y recibir los dardos de la censura de sexenios anteriores, así como de las mentes panistas cerradas de hoy día”.	Cultura
“Me quedaría corto al hablar de lo que significa La Jornada para México” Hace poco más de 40 años “había más periodismo, por decirlo de alguna manera, pues además de los grandes diarios, estaban otros como El Figaro, Cine Mundial, El Redondel, la segunda de Ovaciones, el Últimas Noticias, el Extra. Hoy es una cochinada, cualquiera es difusor de noticias y de no noticias; están por otros lados. Ante ese panorama, qué importante es que exista La Jornada, porque le da su lugar a los lectores”.	Cultura
China sufre por exceso... de leche El mercado de leche en China enfrenta una situación complicada por el exceso de oferta, la baja demanda y las pérdidas millonarias.	Economia
"EU pide ""implementación rigurosa"" de plan de certificación de aguacate de México Las ventas de aguacate mexicano a Estados Unidos se han disparado 48% desde 2019, hasta alcanzar un valor de más de 3,000 millones de dólares el año pasado."	Economia
Banqueros piden evitar arbitraje regulatorio con licencias bancarias El presidente de la ABM dijo que los productos que ofrece cada una de las instituciones financieras deben tener una regulación igual para mantener el incentivo de inversión en el país.	Economia
"Banqueros esperan que leyes secundarias de reforma judicial den certidumbre Tras la aprobación de la reforma al Poder Judicial,  los banqueros esperan que en las leyes secundarias se afinen detalles que permitan una reforma ""exitosa""."	Economia
Slim critica el dinero que se gasta en los jubilados y pide combatir la pobreza El hombre más rico de México dice que los recursos que reciben actualmente los mayores de 65 años debería usarse para sacar a 6 millones de personas de la pobreza extrema.	Economia
Eliminación de subsidios a gasolinas impedirá bajas en sus precios La medida de disminución de los estímulos fiscales obedece más a la necesidad de incrementar la recaudación de impuestos para reducir el déficit fiscal, consideran especialistas.	Economia
México impugnará fallo que determina pago de 37 mdd a Odyssey Marine Exploration La empresa estadounidense ganó un arbitraje internacional contra México, pues se consideró que Semarnat negó arbitrariamente un permiso para un proyecto minero marino en Baja California Sur.	Economia
El 24% de los créditos hipotecarios es cofinanciado con Infonavit y Fovissste La Asociación de Bancos de México dijo que de enero a julio de este año, 16,100 créditos que ha dado la banca han tenido cofinanciamiento con los institutos para trabajadores.	Economia
"Yellen considera ""señal muy positiva"" recorte de tasas de la Fed La medida ""refleja confianza de parte de la Fed en que la inflación cedió y está en camino hacia la meta de 2% (anual)"", expresó la secretaria del Tesoro de EU."	Economia
La CNBV buscará regular reportes de ciberseguridad El regulador busca que todas las empresas que ofrezcan un servicio financiero deban homologar los criterios para reportar cuando han sido víctimas de un ataque cibernético.	Economia
Recorte de la Fed da margen de maniobra a Banco de México Tras la decisión de política monetaria del banco central estadounidense, Banxico tiene oportunidad de mantener el amplio diferencial de tasas, aseguran analistas.	Economia
Claudia Sheinbaum se reunirá con empresarios de Estados Unidos en octubre En medio de voces empresariales que dicen que las inversiones se han detenido por la reforma judicial, Marcelo Ebrard anunció la asistencia de la próxima presidenta de México en el CEO Dialogue.	Economia
¿Dónde hay mayor brecha salarial por género en México? Banxico realizó un análisis de las brechas salariales de género en las regiones de México, los resultados demuestran que el norte es donde hay mayor diferencia de remuneración entre hombres y mujeres.	Economia
¿Por qué es importante tener un seguro para tu negocio? Un seguro no solo cubre los daños materiales, sino que también puede asegurar la continuidad de las operaciones en caso de un siniestro, destaca la AMIS.	Economia
Peligra economía de México si Trump gana y cumple con aranceles: Moody's La agencia calificadora anticipa que la economía mexicana sufriría una recesión en 2025 y una mayor inflación.	Economia
RappiCard alcanza los 5,107 millones de pesos en su cartera de crédito La empresa resalta que parte de su estrategia es ofrecer un proceso de solicitud y aprobación en solo dos minutos y una entrega de la tarjeta física en 30 minutos.	Economia
"Fed baja tasas medio punto porcentual; aduce ""confianza"" en control de inflación Los responsables de la política monetaria prevén que el tipo de referencia de la Reserva Federal caiga otro medio punto porcentual a finales de este año."	Economia
Mercado Pago recibe financiamiento de JP Morgan para apoyar a Pymes mexicanas La plataforma logra un acuerdo con el banco de inversión de 250 millones de dólares para apoyar a pequeños negocios en el país.	Economia
El número de súper ricos se dispara en Estados Unidos y China La población China con al menos 100 millones de dólares en sus cuentas se ha duplicado en los últimos 10 años.	Economia
Infonavit maneja 2.4 billones de pesos en activos: Carlos Martínez Los fondos del instituto han aumentado por los aumentos salariales, las mayores aportaciones patronales, la fiscalización a empresas, los programas de regularización de créditos.	Economia
El impacto del nearshoring y las tendencias laborales según MetLife México La escasez de talento calificado, la importancia de beneficios competitivos y la necesidad de una cultura organizacional sólida son los principales desafíos a los que se enfrentan las empresas	Economia
Sofipos ven oportunidades en su figura, a pesar de la migración bancaria La Asociación Mexicana de Sofipos (AMS) considera que con una nueva regulación, las instituciones pueden seguir creciendo con ayuda de la regulación y la tecnología.	Economia
Las Afores registran ganancias en agosto; las más altas en 9 meses Las Afores registraron plusvalías de 231,284.6 millones de pesos en agosto, el monto más alto desde noviembre del año pasado.	Economia
Estos son las mercancías que más importa México desde el exterior Los países a los que más le compra México son Estados Unidos, que representa casi 43% del total de las importaciones, seguido por China, con 20% y Japón, con 3%.	Economia
El SAT obtiene 191,506 mdp por eficiencia recaudatoria en 2024 La mayor eficiencia recaudatoria se debe principalmente a los programas Cumplimiento de Obligaciones, Vigilancia Profunda y Cobranza Coactiva.	Economia
Los Cetes reducen rendimiento previo a decisión de Banxico La próxima semana, el Banco de México (Banxico) dará a conocer su decisión de política monetaria y los Cetes disminuyeron los rendimientos en todos los plazos.	Economia
El gobierno de Sheinbaum necesitará una nueva política para atraer inversiones Consumada la desaparición de ProMéxico, los esfuerzos por atraer inversión extranjera se dividieron. Los especialistas cuestionan si con un ente líder podría lograrse aún más.	Economia
México y EU acuerdan que Sader supervise el aguacate para exportación Los gobiernos de México y Estados Unidos acordaron esta transferencia de responsabilidades para agilizar el comercio.	Economia
No todo es T-MEC; estos son los tratados comerciales que aguardan a Ebrard México tiene el potencial de ampliar y diversificar sus exportaciones, al menos en cinco tratados, además del que tiene con Estados Unidos y Canadá.	Economia
Instituciones de crédito en incertidumbre por la Reforma Judicial, dice Moody’s Las pequeñas y medianas empresas enfrentarán una desaceleración en los créditos dada la falta de certeza jurídica para las instituciones financieras no bancarias.	Economia
Las sequías impactan el precio y peso de la carne de res: Banxico El Banco de México destacó que las sequías provocan que los productores de carne sacrifiquen al ganado antes de tiempo para que no pierdan peso; lo que llega a provocar inflación en el mediano plazo.	Economia
HR Ratings baja previsión de crecimiento a 1.4% para México en 2024 La agencia calificadora ve un ambiente de incertidumbre por el cambio de administración y las reformas de AMLO, por lo que también recortó su pronóstico para 2025.	Economia
Gasolina Magna va por su segunda semana sin subsidios Durante la semana del 14 al 20 de septiembre, los consumidores pagarán 6.1752 pesos por el Impuesto Especial sobre Producción y Servicios (IEPS) por litro de gasolina regular.	Economia
Banxico proyecta apogeo del nearshoring en México entre 2026 y 2030 En una encuesta de Banco de México, el 41.3% de las empresas consultadas estima que el mayor beneficio del proceso de relocalización se dará durante ese periodo.	Economia
Fitch y S&P descartan degradar calificación de México por reforma judicial Las agencias calificadoras ven finanzas sólidas y esperan una prudencia fiscal con Claudia Sheinbaum.	Economia
Él es Antonio Martínez Dagnino, jefe del SAT en el gobierno de Sheinbaum Antonio Martínez Dagnino llegó a la jefatura del SAT en octubre del 2022, luego de que Raquel Buenrostro pasara a tomar el liderazgo en la Secretaría de Economía.	Economia
De Pemex a Infonavit, él es Octavio Romero Oropeza La presidenta electa, Claudia Sheinbaum, dio a conocer que Romero Oropeza estará al frente del Instituto del Fondo Nacional de la Vivienda para los Trabajadores.	Economia
BBVA advierte que reforma al Poder Judicial socava el Estado de derecho Un análisis del banco considera que las perspectivas de crecimiento económico de México también pueden deteriorarse.	Economia
El papel de la economía del bienestar en los gobiernos modernos La economía del bienestar prioriza la salud y la felicidad de las personas, colocando estos valores al mismo nivel, o incluso por encima, de los indicadores económicos tradicionales como el PIB.	Economia
Los salarios, programas sociales y remesas mantienen el consumo en México Pese a la inflación y mayor tasa de interés, el consumo privado en México ha sido un pilar para la economía, pero a esta tendencia le queda poco tiempo, advierten analistas.	Economia
Moody's prevé que reforma judicial debilite la calidad crediticia de México Los cambios en el sistema judicial perjudicarían a las futuras inversiones en nearshoring, dice la agencia calificadora.	Economia
Coparmex advierte que reforma judicial afectará proyectos clave para la economía El organismo empresarial lamenta la aprobación en el Senado de la República, señaló que es una decisión que no tomó en cuenta las diferentes voces.	Economia
El peso mexicano se mantiene bajo las 20 unidades por dólar Tras la aprobación de la reforma judicial y la baja en la inflación en EU, la moneda se apreció 1.48% frente a las 20.09 unidades por dólar reportadas al cierre del martes.	Economia
México va a facilitar y respaldar inversiones de EU: Marcelo Ebrard Luego de aprobada la reforma judicial, el próximo secretario de Economía revivió y posteó un video en redes sociales en el que dice que la integración de las dos economías avanza a paso acelerado.	Economia
La inversión extranjera cae en los estados más “atractivos” para el nearshoring La falta de energía eléctrica, escasez de agua y mano de obra, además de una infraestructura rebasada para el transporte le ponen freno a las decisiones de inversión.	Economia
Comce espera inversiones por 48,000 mdd, pese a reforma judicial El presidente del Consejo Empresarial Mexicano de Comercio Exterior destacó que prevén que la Inversión Extranjera Directa cierre 2024 en 40,000 millones de dólares, 11% más respecto a 2023.	Economia
La inflación cede, pero Banxico enfrenta más retos para bajar tasa de interés La volatilidad en el tipo de cambio generada por el avance de la reforma judicial representa un freno al banco central para  bajar la tasa de interés de referencia.	Economia
Los rendimientos de los Cetes tocan su nivel más bajo desde enero Los rendimientos de los Cetes a 28 días tuvieron la tasa más baja desde enero pasado ante la expectativa de que Banxico haga más recortes a la tasa de referencia.	Economia
Mexico necesita una política industrial acorde a la economía actual: IMCO El centro de investigación apunta que en los últimos 20 años, el valor agregado a la producción de exportaciones manufactureras se ha estancado.	Economia
Esta es la audiencia que quiere conquistar el iPhone 16 Apple es consciente de que muchos usuarios de iPhone 15 difícilmente van a renovar su smartphone, pero hay un segmento al que pueden seducir.	Ciencia
Microsoft usará energía nuclear para alimentar su Inteligencia Artificial El acuerdo entre Microsoft y Constellation Energy permitirá reactivar una unidad de la planta nuclear Three Mile Island para cubrir las crecientes necesidades energéticas.	Ciencia
La ONU formula siete recomendaciones para regular la IA La ONU creó el año pasado un órgano consultivo de 39 miembros para abordar los problemas de la regulación internacional de la IA.	Ciencia
El caso de Caliente TV: de anunciar apuestas a transmitir la Champions League La compañía ha entrado a la ‘guerra del streaming deportivo’ para captar una parte de este nicho de mercado y con ello consolidar su principal negocio: las apuestas.	Ciencia
La IA decide si eres o no apto para un trabajo, ¿qué hacer para que te vea? Aunque la IA sí ha demostrado que puede ser una aliada en los espacios donde se aplica, los sesgos que puede presentar aún son un inconveniente.	Ciencia
Amazon Prime y MGM Studios se unen a la MPA Las empresas de entretenimiento se unen a otras como Netflix o Paramount Pictures.	Ciencia
Amazon lanza un nuevo bot que te ayudará a crecer las ventas La empresa dio a conocer a Amelia para obtener los datos de venta e inventario de un negocio que está en la plataforma.	Ciencia
PlayStation lanza edición limitada con aspecto noventero Esta consola evoca al aspecto del primer equipo, lanzado por Sony en 1994, y forma parte de la celebración por sus 30 años.	Ciencia
Usuarios reportan que la alerta sísmica nunca llegó a sus celulares El IFT había asegurado que hoy las empresas enviarían mensajes de emergencia por sismos pero nunca llegaron. Telcel asegura que las alertas dependen del regulador.	Ciencia
TelevisaUnivision nombra como nuevo CEO a un exdirectivo de Google Se trata de Daniel Alegre, en sustitución de Wade Davis,  quien cuenta con una amplia experiencia en empresas de tecnología y trabajando con la comunidad hispana en EU, México y América Latina.	Ciencia
Inversión en conectividad no caerá pese a política judicial: Neutral Networks El CEO de la compañía Neutral Networks, enfocada en infraestructura crítica, dijo que la necesidad de conectividad a nivel usuario como empresa será más fuerte que agendas políticas.	Ciencia
Nintendo y The Pokémon Company demandan al creador de Palworld Las empresas japonesas iniciaron una acción legal en contra de Pocketpair, debido a infracciones de patentes al desarrollar el llamado “Pokémon con armas”.	Ciencia
TelevisaUnivisión sustituirá a Wade Davis como director general La empresa decidió sustituir a Davis por Daniel Alegre debido a algunos de los resultados de la compañía que cayeron por debajo de las expectativas internas.	Ciencia
YouTube presenta IA para hacer videos y ganar ‘más’ dinero La empresa llevo a cabo Made on YouTube un evento donde también señaló que el número de creadores que obtienen la mayor parte de sus ingresos viene de TV.	Ciencia
La IA generativa transforma la operación y los ingresos empresariales El uso de IA generativa ha crecido en diversos sectores, impulsando la innovación y facilitando nuevas formas de operar en las organizaciones.	Ciencia
Amazon agrega a PayPal como método de pago en pedidos de Comprar con Prime Esta nueva opción estará disponible para los usuarios que realicen compras en sitios web de terceros, con membresía Prime.	Ciencia
CFE Telecom perfila a nuevo CEO para impulsar el proyecto de internet Según dos fuentes con conocimiento del tema, al interior de la compañía se ha puesto sobre la mesa el nombre de Emiliano Calderón Mercado para ser el nuevo CEO de la estatal de telecomunicaciones.	Ciencia
Google se salva de una multa antimonopolio de 1,670 mmd El caso comenzó por un supuesto dominio anticompetitivo de la empresa en el mercado de la publicidad en línea.	Ciencia
El e-commerce chino conquista las bolsas de valores Los dueños de Alibaba, Temu y JD conquistan el e-commerce del mundo, mientras diversifican sus negocios.	Ciencia
¿Cómo funciona el canje de teléfonos de Mercado Libre? Mercado Libre lanzó un nuevo programa llamado Trade in smartphones, con el que puedes canjear tu antiguo celular por un modelo nuevo.	Ciencia
Malware en Android permite retirar dinero desde cajeros automáticos NGate clona datos NFC de tarjetas de pago y los retransmite a un atacante, quien emula la tarjeta original para realizar retiros de dinero en cajeros automáticos.	Ciencia
Uber y Didi operan en los mismos sitios del AICM, pese a restricciones Los usuarios continúan pidiendo el servicio de taxis por aplicación y Uber apunta que continuará operando con regularidad.	Ciencia
TikTok vs EU: una historia de antaño que no tiene fin claro Aunque la prohibición llegaría en enero de 2025, la empresa interpuso una demanda para evitar su restricción, mientras que los candidatos a la presidencia tampoco la quieren bloquear.	Ciencia
Cómo crear un diario personal con la IA de WhatsApp La inteligencia artificial de WhatsApp, Meta AI, puede aprovecharse para realizar y simplificar diferentes tareas. Aquí te explicamos cómo crear un diario personal	Ciencia
Alerta sísmica llegará a los teléfonos el próximo 19 de septiembre: IFT Telcel, AT&amp;T, Telefónica y Bait comenzarán a enviar notificaciones de emergencia  por sismos, huracanes o inundaciones en celulares.	Ciencia
iOS 18, qué incluye esta nueva versión y cómo actualizar tu iPhone Aunque todavía no se ha integrado Apple Intelligence, esta actualización al sistema operativo integra una serie de mejoras.	Ciencia
Ahora los usuarios de Uber también deberán verificar su identidad Uber implementará una nueva verificación de identidad para los pasajeros, con el objetivo de ofrecer mayor seguridad a los conductores y evitar fraudes en la plataforma.	Ciencia
Intel y Amazon firman acuerdo comercial y el mercado lo recibe bien Las empresas de tecnología trabajarán en conjunto una coinversión en diseños de chip personalizados para el negocio de nube de la big tech: AWS.	Ciencia
OpenAI crea una junta de seguridad capaz de detener nuevos lanzamientos La empresa busca mejorar sus procesos de protección, confianza y transparencia en medio de la búsqueda de una nueva ronda de financiación multimillonaria.	Ciencia
Instagram lanza cuenta para adolescentes con controles parentales Los usuarios menores de 16 años sólo podrán recibir mensajes y ser etiquetados por cuentas a las que sigan o con las que ya estén conectados.	Ciencia
¿El servicio al cliente en manos de la IA es mejor que los humanos? Más de la mitad de los profesionales de servicio al cliente ya ocupan algún software impulsado por IA y se espera que continúe creciendo.	Ciencia
Intel aplaza el proyecto para instalar fábricas en Alemania y Polonia El anuncio se presenta después de que se revelara que la empresa recibirá hasta 3,000 millones de dólares del gobierno estadounidense para fabricar semiconductores.	Ciencia
Amazon se despide del home office: sus empleados regresan a la oficina en 2025 Las empresas han permitido que muchos empleados trabajen desde casa desde la pandemia, lo que ha dejado las oficinas casi vacías en varias ciudades como San Francisco y Seattle.	Ciencia
Rappi considera debutar en la Bolsa de Nueva York en un año Rappi opera en nueve países de la región y es considerada como un unicornio tecnológico con una valoración que supera los 5,000 millones de dólares.	Ciencia
TikTok y el Departamento de Justicia se enfrentan en los tribunales de EU Los abogados de TikTok se enfrentarán al Departamento de Justicia en un tribunal de Washington sobre el destino de una ley que podría prohibir la aplicación de vídeos cortos.	Ciencia
¿Cómo beneficiaría a Altán Redes la desaparición del IFT? Con la eliminación del IFT, el Ejecutivo tendría la facultad para adjudicar directamente espectro a Altán para el plan de cierre de brecha digital y para volverse  más competitiva ante AT&amp;T y Telcel.	Ciencia
Telefónica y Megacable aplican medidas de seguridad en Culiacán Las compañías de telecomunicaciones decidieron modificar la operación de sus sucursales para garantizar la seguridad de sus trabajadores en la entidad que ha sido azotada por la violencia.	Ciencia
Intel logra acuerdo de 3,500 mdd para fabricar chips para el ejército Se trata de un programa secreto, llamado Secure Enclave, que busca establecer la producción de chips avanzados con aplicaciones militares y de Inteligencia.	Ciencia
Brasil desbloquea cuentas de Starlink y X tras transferencia de 3 mdd El juez del Supremo Tribunal dijo que el levantamiento se ordenó porque la cantidad transferida a las arcas de Brasil alcanzaba el total que X debía al país en concepto de multas.	Ciencia
¿Cuánto me da Apple por mi iPhone para abonar en la compra de uno nuevo? El programa Trade In recibe equipos desde el iPhone SE 2020 hasta el 15 Pro Max, con una bonificación máxima de 20,000 pesos.	Ciencia
Telmex suspende la atención de quejas y de Centros de servicios en Culiacán El Sindicato de Telefonistas dijo que debido a los enfrentamientos armados en la entidad, se decidió no abrir las tiendas, ni los centros de trabajo para resguardar la integridad de sus técnicos.	Ciencia
¿Cómo usar las nuevas funciones de texto de Instagram? Las nuevas herramientas de texto incluyen más fuentes y efectos, así como la posibilidad de agregar texto superpuesto en publicaciones del feed.	Ciencia
Líderes tecnológicos  acudirán a la Casa Blanca para hablar de IA: CNN Funcionarios de alto rango y líderes tecnológicos se darán cita para hablar de los recursos energéticos y la infraestructura necesarios para impulsar esta herramienta.	Ciencia
"OpenAI lanza una nueva serie de modelos de IA con capacidad de ""razonamiento"" El modelo conocido internamente como strawberry tuvo altas calificaciones en pruebas de matemáticas y codificación. Pero la empresa reconoce que aún puede dar respuestas limitadas."	Ciencia
La UE ahora va por empresas de videojuegos Después de tener un foco en torno a las big tech, el organismo regulador busca esclarecer prácticas de compañías como Fortnite.	Ciencia
La escritura manual de código tiene los días contados, vaticina el CEO de NVIDIA Jensen Huang explicó que sus 32,000 ingenieros de software estarán acompañados de 100 veces más asistentes digitales, las 24 horas del día, los 7 días de la semana.	Ciencia
In extremis, las Águilas rescatan  valioso empate 1-1 ante el Necaxa Con un gol agónico de Henry Martín, el América rescató un valioso empate 1-1 ante el Necaxa, con lo que hilvanó tres partidos sin conocer la derrota, ayer en due-lo correspondiente a la jornada nueve del torneo Apertura 2024 de la Liga Mx, disputado en el estadio Victoria, en Aguascalientes.	Deportes
Dubois noquea a Joshua y retiene cetro de los pesados Londres. Daniel Dubois retuvo el título de los pesados de la Federación Internacional de Boxeo (FIB) al noquear en el quinto asalto al ex bicampeón Anthony Joshua, en la primera defensa de su cinturón realizada en el estadio de Wembley	Deportes
Copa Laver El equipo del resto del mundo tomó ventaja de 8-4 en la Copa Laver sobre la selección de Europa. Los triunfos de los estadunidenses Taylor Fritz (en la imagen) y Frances Tiafoe contra el alemán Alexander Zverev y el ruso Daniil Medvedev, respectivamente, fueron fundamentales para que los comandados por John McEnroe tomaran la delantera en la justa que define hoy al campeón que acumule 13 puntos en Berlín.	Deportes
